SampleNo,SampleCollectionDate,LandArea,Irrigation,Longitude,Latitude,pH,EC,Organic Carbon (OC),Available Nitrogen (N),Available Phosphorus (P),Available Potassium (K),Available Sulphur (S),Available Zinc (Zn),Available Boron (B),Available Iron (Fe),Available Manganese (Mn),Available Copper (Cu)
PB/2017-18/106909884/1,05-06-2017,4.00  Acre,Irrigated(Tube well),31.895539,74.775077,8.70 : Strongly Alkaline,0.19 dS/m: Normal,0.29 %: Low,-- kg/ha: ,8.38 kg/ha: Very Low,97.47 kg/ha: Low,41.66 ppm: Sufficient,1.17 ppm: Sufficient,-- ppm: ,11.56 ppm: Sufficient,1.20 ppm: Deficient,1.87 ppm: Sufficient
PB/2017-18/106910223/2,05-06-2017,7.50  Acre,Irrigated(Tube well),31.895543,74.772463,8.50 : Moderately alkaline,0.32 dS/m: Normal,0.28 %: Low,-- kg/ha: ,7.03 kg/ha: Very Low,110.03 kg/ha: Low,45.15 ppm: Sufficient,1.11 ppm: Sufficient,-- ppm: ,13.58 ppm: Sufficient,2.03 ppm: ,2.15 ppm: Sufficient
PB/2017-18/106910223/1,05-06-2017,5.00  Acre,Irrigated(Tube well),31.895543,74.772463,8.50 : Moderately alkaline,0.32 dS/m: Normal,0.28 %: Low,-- kg/ha: ,7.03 kg/ha: Very Low,110.03 kg/ha: Low,45.15 ppm: Sufficient,1.11 ppm: Sufficient,-- ppm: ,13.58 ppm: Sufficient,2.03 ppm: ,2.15 ppm: Sufficient
PB/2017-18/106910568/2,05-06-2017,7.50  Acre,Irrigated(Tube well),31.895451,74.770067,8.57 : ,0.25 dS/m: Normal,0.36 %: Low,-- kg/ha: ,6.49 kg/ha: Very Low,55.15 kg/ha: Very Low,42.69 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,12.83 ppm: Sufficient,1.90 ppm: Deficient,2.00 ppm: Sufficient
PB/2017-18/106910568/1,05-06-2017,5.00  Acre,Irrigated(Tube well),31.895451,74.770067,8.57 : ,0.25 dS/m: Normal,0.36 %: Low,-- kg/ha: ,6.49 kg/ha: Very Low,55.15 kg/ha: Very Low,42.69 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,12.83 ppm: Sufficient,1.90 ppm: Deficient,2.00 ppm: Sufficient
PB/2017-18/106910860/2,05-06-2017,6.50  Acre,Irrigated(Tube well),31.895354,74.767681,8.62 : Strongly Alkaline,0.30 dS/m: Normal,0.33 %: Low,-- kg/ha: ,4.43 kg/ha: Very Low,31.01 kg/ha: Very Low,8.97 ppm: Deficient,0.20 ppm: Deficient,-- ppm: ,2.48 ppm: Deficient,0.36 ppm: Deficient,0.39 ppm: Sufficient
PB/2017-18/106910860/1,05-06-2017,6.00  Acre,Irrigated(Tube well),31.895354,74.767681,8.62 : Strongly Alkaline,0.30 dS/m: Normal,0.33 %: Low,-- kg/ha: ,4.43 kg/ha: Very Low,31.01 kg/ha: Very Low,8.97 ppm: Deficient,0.20 ppm: Deficient,-- ppm: ,2.48 ppm: Deficient,0.36 ppm: Deficient,0.39 ppm: Sufficient
PB/2017-18/106911169/2,05-06-2017,6.50  Acre,Irrigated(Tube well),31.898929,74.767072,8.51 : ,0.19 dS/m: Normal,0.32 %: Low,-- kg/ha: ,6.67 kg/ha: Very Low,99.65 kg/ha: Low,54.46 ppm: Sufficient,0.92 ppm: Sufficient,-- ppm: ,15.15 ppm: Sufficient,1.73 ppm: Deficient,2.20 ppm: Sufficient
PB/2017-18/106911169/1,05-06-2017,6.00  Acre,Irrigated(Tube well),31.898929,74.767072,8.51 : ,0.19 dS/m: Normal,0.32 %: Low,-- kg/ha: ,6.67 kg/ha: Very Low,99.65 kg/ha: Low,54.46 ppm: Sufficient,0.92 ppm: Sufficient,-- ppm: ,15.15 ppm: Sufficient,1.73 ppm: Deficient,2.20 ppm: Sufficient
PB/2017-18/106911498/2,05-06-2017,10.50  Acre,Irrigated(Tube well),31.898990,74.765696,8.44 : Moderately alkaline,0.23 dS/m: Normal,0.30 %: Low,-- kg/ha: ,7.81 kg/ha: Very Low,117.24 kg/ha: Low,57.01 ppm: Sufficient,1.21 ppm: Sufficient,-- ppm: ,21.72 ppm: Sufficient,1.53 ppm: Deficient,2.69 ppm: Sufficient
PB/2017-18/106911498/1,05-06-2017,2.00  Acre,Irrigated(Tube well),31.898990,74.765696,8.44 : Moderately alkaline,0.23 dS/m: Normal,0.30 %: Low,-- kg/ha: ,7.81 kg/ha: Very Low,117.24 kg/ha: Low,57.01 ppm: Sufficient,1.21 ppm: Sufficient,-- ppm: ,21.72 ppm: Sufficient,1.53 ppm: Deficient,2.69 ppm: Sufficient
PB/2017-18/106911804/2,05-06-2017,2.00  Acre,Irrigated(Tube well),31.900276,74.768596,8.67 : Strongly Alkaline,0.33 dS/m: Normal,0.29 %: Low,-- kg/ha: ,6.89 kg/ha: Very Low,114.44 kg/ha: Low,56.95 ppm: Sufficient,1.16 ppm: Sufficient,-- ppm: ,18.34 ppm: Sufficient,1.55 ppm: Deficient,2.83 ppm: Sufficient
PB/2017-18/106911804/3,05-06-2017,4.50  Acre,Irrigated(Tube well),31.900276,74.768596,8.67 : Strongly Alkaline,0.33 dS/m: Normal,0.29 %: Low,-- kg/ha: ,6.89 kg/ha: Very Low,114.44 kg/ha: Low,56.95 ppm: Sufficient,1.16 ppm: Sufficient,-- ppm: ,18.34 ppm: Sufficient,1.55 ppm: Deficient,2.83 ppm: Sufficient
PB/2017-18/106911804/1,05-06-2017,6.00  Acre,Irrigated(Tube well),31.900276,74.768596,8.67 : Strongly Alkaline,0.33 dS/m: Normal,0.29 %: Low,-- kg/ha: ,6.89 kg/ha: Very Low,114.44 kg/ha: Low,56.95 ppm: Sufficient,1.16 ppm: Sufficient,-- ppm: ,18.34 ppm: Sufficient,1.55 ppm: Deficient,2.83 ppm: Sufficient
PB/2017-18/106912091/2,05-06-2017,6.00  Acre,Irrigated(Tube well),31.905608,74.780113,8.39 : Moderately alkaline,0.20 dS/m: Normal,0.36 %: Low,-- kg/ha: ,7.33 kg/ha: Very Low,129.63 kg/ha: Low,46.98 ppm: Sufficient,1.10 ppm: Sufficient,-- ppm: ,18.20 ppm: Sufficient,1.47 ppm: Deficient,2.35 ppm: Sufficient
PB/2017-18/106912091/1,05-06-2017,6.50  Acre,Irrigated(Tube well),31.905608,74.780113,8.39 : Moderately alkaline,0.20 dS/m: Normal,0.36 %: Low,-- kg/ha: ,7.33 kg/ha: Very Low,129.63 kg/ha: Low,46.98 ppm: Sufficient,1.10 ppm: Sufficient,-- ppm: ,18.20 ppm: Sufficient,1.47 ppm: Deficient,2.35 ppm: Sufficient
PB/2017-18/94964344/2,20-10-2017,2.50  Acre,Irrigated(Borewell),31.789680,74.931570,7.66 : Moderately alkaline,0.27 dS/m: ,0.48 %: Low,-- kg/ha: ,37.30 kg/ha: Medium,245.50 kg/ha: Medium,29.08 ppm: Sufficient,2.48 ppm: Sufficient,-- ppm: ,15.66 ppm: Sufficient,1.30 ppm: Deficient,1.45 ppm: Sufficient
PB/2017-18/94964344/3,20-10-2017,2.50  Acre,Irrigated(Tube well),31.789680,74.931570,7.66 : Moderately alkaline,0.27 dS/m: ,0.48 %: Low,-- kg/ha: ,37.30 kg/ha: Medium,245.50 kg/ha: Medium,29.08 ppm: Sufficient,2.48 ppm: Sufficient,-- ppm: ,15.66 ppm: Sufficient,1.30 ppm: Deficient,1.45 ppm: Sufficient
PB/2017-18/94964344/1,20-10-2017,2.50  Acre,Irrigated(Tube well),31.789680,74.931570,7.66 : Moderately alkaline,0.27 dS/m: ,0.48 %: Low,-- kg/ha: ,37.30 kg/ha: Medium,245.50 kg/ha: Medium,29.08 ppm: Sufficient,2.48 ppm: Sufficient,-- ppm: ,15.66 ppm: Sufficient,1.30 ppm: Deficient,1.45 ppm: Sufficient
PB/2017-18/94964372/2,20-10-2017,5.50  Acre,Irrigated(Borewell),31.786900,74.935060,8.26 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,35.84 kg/ha: Medium,218.69 kg/ha: Medium,32.03 ppm: Sufficient,2.42 ppm: Sufficient,-- ppm: ,17.56 ppm: Sufficient,1.55 ppm: Deficient,1.51 ppm: Sufficient
PB/2017-18/94964372/1,20-10-2017,5.50  Acre,Irrigated(Tube well),31.786900,74.935060,8.26 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,35.84 kg/ha: Medium,218.69 kg/ha: Medium,32.03 ppm: Sufficient,2.42 ppm: Sufficient,-- ppm: ,17.56 ppm: Sufficient,1.55 ppm: Deficient,1.51 ppm: Sufficient
PB/2017-18/94964395/2,20-10-2017,2.50  Acre,Irrigated(Tube well),31.787590,74.928040,7.44 : Moderately alkaline,0.30 dS/m: ,0.37 %: Low,-- kg/ha: ,38.08 kg/ha: Medium,185.29 kg/ha: Medium,37.37 ppm: Sufficient,2.65 ppm: Sufficient,-- ppm: ,15.65 ppm: Sufficient,1.58 ppm: Deficient,1.68 ppm: Sufficient
PB/2017-18/94964395/1,20-10-2017,2.50  Acre,Irrigated(Tube well),31.787590,74.928040,7.44 : Moderately alkaline,0.30 dS/m: ,0.37 %: Low,-- kg/ha: ,38.08 kg/ha: Medium,185.29 kg/ha: Medium,37.37 ppm: Sufficient,2.65 ppm: Sufficient,-- ppm: ,15.65 ppm: Sufficient,1.58 ppm: Deficient,1.68 ppm: Sufficient
PB/2017-18/94964415/2,20-10-2017,4.20  Acre,Irrigated(Tube well),31.787590,74.932090,8.56 : ,0.16 dS/m: ,0.42 %: Low,-- kg/ha: ,43.46 kg/ha: Medium,273.95 kg/ha: Medium,32.94 ppm: Sufficient,2.64 ppm: Sufficient,-- ppm: ,17.85 ppm: Sufficient,1.39 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/94964415/3,20-10-2017,4.20  Acre,Irrigated(Tube well),31.787590,74.932090,8.56 : ,0.16 dS/m: ,0.42 %: Low,-- kg/ha: ,43.46 kg/ha: Medium,273.95 kg/ha: Medium,32.94 ppm: Sufficient,2.64 ppm: Sufficient,-- ppm: ,17.85 ppm: Sufficient,1.39 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/94964415/1,20-10-2017,4.20  Acre,Irrigated(Tube well),31.787590,74.932090,8.56 : ,0.16 dS/m: ,0.42 %: Low,-- kg/ha: ,43.46 kg/ha: Medium,273.95 kg/ha: Medium,32.94 ppm: Sufficient,2.64 ppm: Sufficient,-- ppm: ,17.85 ppm: Sufficient,1.39 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/94964448/2,20-10-2017,6.50  Acre,Irrigated(Tube well),31.788830,74.934860,7.65 : Moderately alkaline,0.17 dS/m: ,0.46 %: Low,-- kg/ha: ,35.66 kg/ha: Medium,158.70 kg/ha: Medium,34.85 ppm: Sufficient,2.42 ppm: Sufficient,-- ppm: ,15.13 ppm: Sufficient,1.55 ppm: Deficient,1.60 ppm: Sufficient
PB/2017-18/94964448/1,20-10-2017,6.50  Acre,Irrigated(Tube well),31.788830,74.934860,7.65 : Moderately alkaline,0.17 dS/m: ,0.46 %: Low,-- kg/ha: ,35.66 kg/ha: Medium,158.70 kg/ha: Medium,34.85 ppm: Sufficient,2.42 ppm: Sufficient,-- ppm: ,15.13 ppm: Sufficient,1.55 ppm: Deficient,1.60 ppm: Sufficient
PB/2017-18/94964476/2,20-10-2017,2.20  Acre,Irrigated(Tube well),31.792210,74.928050,8.36 : Moderately alkaline,0.45 dS/m: ,0.47 %: Low,-- kg/ha: ,40.97 kg/ha: Medium,261.41 kg/ha: Medium,34.72 ppm: Sufficient,2.97 ppm: Sufficient,-- ppm: ,16.10 ppm: Sufficient,1.56 ppm: Deficient,1.69 ppm: Sufficient
PB/2017-18/94964476/3,20-10-2017,2.20  Acre,Irrigated(Tube well),31.792210,74.928050,8.36 : Moderately alkaline,0.45 dS/m: ,0.47 %: Low,-- kg/ha: ,40.97 kg/ha: Medium,261.41 kg/ha: Medium,34.72 ppm: Sufficient,2.97 ppm: Sufficient,-- ppm: ,16.10 ppm: Sufficient,1.56 ppm: Deficient,1.69 ppm: Sufficient
PB/2017-18/94964476/1,20-10-2017,2.20  Acre,Irrigated(Tube well),31.792210,74.928050,8.36 : Moderately alkaline,0.45 dS/m: ,0.47 %: Low,-- kg/ha: ,40.97 kg/ha: Medium,261.41 kg/ha: Medium,34.72 ppm: Sufficient,2.97 ppm: Sufficient,-- ppm: ,16.10 ppm: Sufficient,1.56 ppm: Deficient,1.69 ppm: Sufficient
PB/2017-18/94964549/2,20-10-2017,7.10  Acre,Irrigated(Tube well),31.796450,74.928740,8.45 : Moderately alkaline,0.36 dS/m: ,0.47 %: Low,-- kg/ha: ,45.38 kg/ha: Medium,315.17 kg/ha: Medium,38.53 ppm: Sufficient,3.26 ppm: Sufficient,-- ppm: ,14.02 ppm: Sufficient,1.62 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/94964549/1,20-10-2017,7.10  Acre,Irrigated(Tube well),31.796450,74.928740,8.45 : Moderately alkaline,0.36 dS/m: ,0.47 %: Low,-- kg/ha: ,45.38 kg/ha: Medium,315.17 kg/ha: Medium,38.53 ppm: Sufficient,3.26 ppm: Sufficient,-- ppm: ,14.02 ppm: Sufficient,1.62 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/94964618/2,20-10-2017,6.50  Acre,Irrigated(Tube well),31.796450,74.932340,7.99 : Moderately alkaline,0.35 dS/m: ,0.37 %: Low,-- kg/ha: ,33.13 kg/ha: Medium,238.34 kg/ha: Medium,28.40 ppm: Sufficient,2.48 ppm: Sufficient,-- ppm: ,15.49 ppm: Sufficient,1.33 ppm: Deficient,1.58 ppm: Sufficient
PB/2017-18/94964618/1,20-10-2017,6.50  Acre,Irrigated(Tube well),31.796450,74.932340,7.99 : Moderately alkaline,0.35 dS/m: ,0.37 %: Low,-- kg/ha: ,33.13 kg/ha: Medium,238.34 kg/ha: Medium,28.40 ppm: Sufficient,2.48 ppm: Sufficient,-- ppm: ,15.49 ppm: Sufficient,1.33 ppm: Deficient,1.58 ppm: Sufficient
PB/2017-18/94964651/2,20-10-2017,4.00  Acre,Irrigated(Tube well),31.792500,74.933700,7.65 : Moderately alkaline,0.27 dS/m: ,0.44 %: Low,-- kg/ha: ,33.78 kg/ha: Medium,254.69 kg/ha: Medium,31.51 ppm: Sufficient,2.38 ppm: Sufficient,-- ppm: ,15.55 ppm: Sufficient,1.05 ppm: Deficient,1.46 ppm: Sufficient
PB/2017-18/94964651/1,20-10-2017,4.00  Acre,Irrigated(Well),31.792500,74.933700,7.65 : Moderately alkaline,0.27 dS/m: ,0.44 %: Low,-- kg/ha: ,33.78 kg/ha: Medium,254.69 kg/ha: Medium,31.51 ppm: Sufficient,2.38 ppm: Sufficient,-- ppm: ,15.55 ppm: Sufficient,1.05 ppm: Deficient,1.46 ppm: Sufficient
PB/2017-18/94964675/2,20-10-2017,3.20  Acre,Irrigated(Borewell),31.788830,74.932300,7.28 : Moderately alkaline,0.26 dS/m: ,0.55 %: Medium,-- kg/ha: ,36.76 kg/ha: Medium,239.68 kg/ha: Medium,29.16 ppm: Sufficient,2.39 ppm: Sufficient,-- ppm: ,16.05 ppm: Sufficient,1.24 ppm: Deficient,1.44 ppm: Sufficient
PB/2017-18/94964675/1,20-10-2017,3.20  Acre,Irrigated(Tube well),31.788830,74.932300,7.28 : Moderately alkaline,0.26 dS/m: ,0.55 %: Medium,-- kg/ha: ,36.76 kg/ha: Medium,239.68 kg/ha: Medium,29.16 ppm: Sufficient,2.39 ppm: Sufficient,-- ppm: ,16.05 ppm: Sufficient,1.24 ppm: Deficient,1.44 ppm: Sufficient
PB/2017-18/94964701/2,20-10-2017,3.20  Acre,Irrigated(Tube well),31.788620,74.930970,7.36 : Moderately alkaline,0.29 dS/m: ,0.43 %: Low,-- kg/ha: ,34.94 kg/ha: Medium,217.64 kg/ha: Medium,32.38 ppm: Sufficient,2.04 ppm: Sufficient,-- ppm: ,16.71 ppm: Sufficient,1.38 ppm: Deficient,1.27 ppm: Sufficient
PB/2017-18/94964701/3,20-10-2017,3.20  Acre,Irrigated(Tube well),31.788620,74.930970,7.36 : Moderately alkaline,0.29 dS/m: ,0.43 %: Low,-- kg/ha: ,34.94 kg/ha: Medium,217.64 kg/ha: Medium,32.38 ppm: Sufficient,2.04 ppm: Sufficient,-- ppm: ,16.71 ppm: Sufficient,1.38 ppm: Deficient,1.27 ppm: Sufficient
PB/2017-18/94964701/1,20-10-2017,3.20  Acre,Irrigated(Tube well),31.788620,74.930970,7.36 : Moderately alkaline,0.29 dS/m: ,0.43 %: Low,-- kg/ha: ,34.94 kg/ha: Medium,217.64 kg/ha: Medium,32.38 ppm: Sufficient,2.04 ppm: Sufficient,-- ppm: ,16.71 ppm: Sufficient,1.38 ppm: Deficient,1.27 ppm: Sufficient
PB/2017-18/94964741/2,20-10-2017,8.20  Acre,Irrigated(Borewell),31.785110,74.934760,7.77 : Moderately alkaline,0.36 dS/m: ,0.45 %: Low,-- kg/ha: ,40.25 kg/ha: Medium,234.75 kg/ha: Medium,36.42 ppm: Sufficient,2.74 ppm: Sufficient,-- ppm: ,15.62 ppm: Sufficient,1.47 ppm: Deficient,1.57 ppm: Sufficient
PB/2017-18/94964741/1,20-10-2017,8.20  Acre,Irrigated(Tube well),31.785110,74.934760,7.77 : Moderately alkaline,0.36 dS/m: ,0.45 %: Low,-- kg/ha: ,40.25 kg/ha: Medium,234.75 kg/ha: Medium,36.42 ppm: Sufficient,2.74 ppm: Sufficient,-- ppm: ,15.62 ppm: Sufficient,1.47 ppm: Deficient,1.57 ppm: Sufficient
PB/2017-18/94964766/2,20-10-2017,3.20  Acre,Irrigated(Well),31.786690,74.937310,8.26 : Moderately alkaline,0.38 dS/m: ,0.37 %: Low,-- kg/ha: ,35.30 kg/ha: Medium,246.62 kg/ha: Medium,32.98 ppm: Sufficient,2.77 ppm: Sufficient,-- ppm: ,15.29 ppm: Sufficient,1.55 ppm: Deficient,1.70 ppm: Sufficient
PB/2017-18/94964766/1,20-10-2017,3.20  Acre,Irrigated(Tube well),31.786690,74.937310,8.26 : Moderately alkaline,0.38 dS/m: ,0.37 %: Low,-- kg/ha: ,35.30 kg/ha: Medium,246.62 kg/ha: Medium,32.98 ppm: Sufficient,2.77 ppm: Sufficient,-- ppm: ,15.29 ppm: Sufficient,1.55 ppm: Deficient,1.70 ppm: Sufficient
PB/2017-18/94964795/2,20-10-2017,4.20  Acre,Irrigated(Tube well),31.789400,74.937450,7.65 : Moderately alkaline,0.27 dS/m: ,0.43 %: Low,-- kg/ha: ,38.21 kg/ha: Medium,222.90 kg/ha: Medium,32.42 ppm: Sufficient,2.54 ppm: Sufficient,-- ppm: ,15.23 ppm: Sufficient,1.33 ppm: Deficient,1.42 ppm: Sufficient
PB/2017-18/94964795/1,20-10-2017,4.20  Acre,Irrigated(Tube well),31.789400,74.937450,7.65 : Moderately alkaline,0.27 dS/m: ,0.43 %: Low,-- kg/ha: ,38.21 kg/ha: Medium,222.90 kg/ha: Medium,32.42 ppm: Sufficient,2.54 ppm: Sufficient,-- ppm: ,15.23 ppm: Sufficient,1.33 ppm: Deficient,1.42 ppm: Sufficient
PB/2017-18/94964808/2,20-10-2017,2.50  Acre,Irrigated(Tube well),31.788840,74.939630,7.93 : Moderately alkaline,0.22 dS/m: ,0.47 %: Low,-- kg/ha: ,40.99 kg/ha: Medium,223.89 kg/ha: Medium,28.12 ppm: Sufficient,2.74 ppm: Sufficient,-- ppm: ,17.54 ppm: Sufficient,1.57 ppm: Deficient,1.64 ppm: Sufficient
PB/2017-18/94964808/3,20-10-2017,2.50  Acre,Irrigated(Tube well),31.788840,74.939630,7.93 : Moderately alkaline,0.22 dS/m: ,0.47 %: Low,-- kg/ha: ,40.99 kg/ha: Medium,223.89 kg/ha: Medium,28.12 ppm: Sufficient,2.74 ppm: Sufficient,-- ppm: ,17.54 ppm: Sufficient,1.57 ppm: Deficient,1.64 ppm: Sufficient
PB/2017-18/94964808/1,20-10-2017,2.50  Acre,Irrigated(Tube well),31.788840,74.939630,7.93 : Moderately alkaline,0.22 dS/m: ,0.47 %: Low,-- kg/ha: ,40.99 kg/ha: Medium,223.89 kg/ha: Medium,28.12 ppm: Sufficient,2.74 ppm: Sufficient,-- ppm: ,17.54 ppm: Sufficient,1.57 ppm: Deficient,1.64 ppm: Sufficient
PB/2017-18/94964824/2,20-10-2017,9.00  Acre,Irrigated(Tube well),31.790250,74.940330,8.06 : Moderately alkaline,0.36 dS/m: ,0.44 %: Low,-- kg/ha: ,42.11 kg/ha: Medium,247.07 kg/ha: Medium,27.97 ppm: Sufficient,2.85 ppm: Sufficient,-- ppm: ,16.65 ppm: Sufficient,1.42 ppm: Deficient,1.46 ppm: Sufficient
PB/2017-18/94964824/1,20-10-2017,9.00  Acre,Irrigated(Tube well),31.790250,74.940330,8.06 : Moderately alkaline,0.36 dS/m: ,0.44 %: Low,-- kg/ha: ,42.11 kg/ha: Medium,247.07 kg/ha: Medium,27.97 ppm: Sufficient,2.85 ppm: Sufficient,-- ppm: ,16.65 ppm: Sufficient,1.42 ppm: Deficient,1.46 ppm: Sufficient
PB/2017-18/94964834/2,20-10-2017,6.50  Acre,Irrigated(Tube well),31.790980,74.921350,7.22 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,37.45 kg/ha: Medium,234.75 kg/ha: Medium,29.21 ppm: Sufficient,2.60 ppm: Sufficient,-- ppm: ,17.16 ppm: Sufficient,1.43 ppm: Deficient,1.38 ppm: Sufficient
PB/2017-18/94964834/1,20-10-2017,6.50  Acre,Irrigated(Tube well),31.790980,74.921350,7.22 : Moderately alkaline,0.36 dS/m: ,0.43 %: Low,-- kg/ha: ,37.45 kg/ha: Medium,234.75 kg/ha: Medium,29.21 ppm: Sufficient,2.60 ppm: Sufficient,-- ppm: ,17.16 ppm: Sufficient,1.43 ppm: Deficient,1.38 ppm: Sufficient
PB/2017-18/94964850/1,20-10-2017,12.50  Acre,Irrigated(Tube well),31.789310,74.925740,8.65 : Strongly Alkaline,0.60 dS/m: ,0.40 %: Low,-- kg/ha: ,46.08 kg/ha: Medium,241.25 kg/ha: Medium,29.03 ppm: Sufficient,2.94 ppm: Sufficient,-- ppm: ,18.46 ppm: Sufficient,1.93 ppm: Deficient,1.42 ppm: Sufficient
PB/2017-18/94964870/2,20-10-2017,2.50  Acre,Irrigated(Tube well),31.789250,74.928030,8.25 : Moderately alkaline,0.33 dS/m: ,0.37 %: Low,-- kg/ha: ,38.21 kg/ha: Medium,213.83 kg/ha: Medium,31.65 ppm: Sufficient,2.62 ppm: Sufficient,-- ppm: ,17.46 ppm: Sufficient,1.48 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/94964870/1,20-10-2017,2.50  Acre,Irrigated(Tube well),31.789250,74.928030,8.25 : Moderately alkaline,0.33 dS/m: ,0.37 %: Low,-- kg/ha: ,38.21 kg/ha: Medium,213.83 kg/ha: Medium,31.65 ppm: Sufficient,2.62 ppm: Sufficient,-- ppm: ,17.46 ppm: Sufficient,1.48 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/94964881/2,20-10-2017,5.50  Acre,Irrigated(Tube well),31.790710,74.926110,8.41 : Moderately alkaline,0.26 dS/m: ,0.44 %: Low,-- kg/ha: ,38.73 kg/ha: Medium,237.44 kg/ha: Medium,32.03 ppm: Sufficient,2.78 ppm: Sufficient,-- ppm: ,15.56 ppm: Sufficient,1.52 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/94964881/1,20-10-2017,5.50  Acre,Irrigated(Borewell),31.790710,74.926110,8.41 : Moderately alkaline,0.26 dS/m: ,0.44 %: Low,-- kg/ha: ,38.73 kg/ha: Medium,237.44 kg/ha: Medium,32.03 ppm: Sufficient,2.78 ppm: Sufficient,-- ppm: ,15.56 ppm: Sufficient,1.52 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/94964895/2,20-10-2017,7.20  Acre,Irrigated(Tube well),31.792190,74.930290,7.69 : Moderately alkaline,0.25 dS/m: ,0.47 %: Low,-- kg/ha: ,41.66 kg/ha: Medium,249.09 kg/ha: Medium,30.31 ppm: Sufficient,2.66 ppm: Sufficient,-- ppm: ,17.44 ppm: Sufficient,1.48 ppm: Deficient,1.43 ppm: Sufficient
PB/2017-18/94964895/1,20-10-2017,7.20  Acre,Irrigated(Tube well),31.792190,74.930290,7.69 : Moderately alkaline,0.25 dS/m: ,0.47 %: Low,-- kg/ha: ,41.66 kg/ha: Medium,249.09 kg/ha: Medium,30.31 ppm: Sufficient,2.66 ppm: Sufficient,-- ppm: ,17.44 ppm: Sufficient,1.48 ppm: Deficient,1.43 ppm: Sufficient
PB/2017-18/94964934/2,20-10-2017,3.50  Acre,Irrigated(Tube well),31.792670,74.932440,7.31 : Moderately alkaline,0.46 dS/m: ,0.43 %: Low,-- kg/ha: ,35.86 kg/ha: Medium,306.43 kg/ha: Medium,31.70 ppm: Sufficient,2.17 ppm: Sufficient,-- ppm: ,14.61 ppm: Sufficient,1.27 ppm: Deficient,1.21 ppm: Sufficient
PB/2017-18/94964934/1,20-10-2017,3.50  Acre,Irrigated(Tube well),31.792670,74.932440,7.31 : Moderately alkaline,0.46 dS/m: ,0.43 %: Low,-- kg/ha: ,35.86 kg/ha: Medium,306.43 kg/ha: Medium,31.70 ppm: Sufficient,2.17 ppm: Sufficient,-- ppm: ,14.61 ppm: Sufficient,1.27 ppm: Deficient,1.21 ppm: Sufficient
PB/2017-18/94964953/2,20-10-2017,5.20  Acre,Irrigated(Tube well),31.790910,74.932660,7.44 : Moderately alkaline,0.27 dS/m: ,0.45 %: Low,-- kg/ha: ,38.06 kg/ha: Medium,220.60 kg/ha: Medium,28.64 ppm: Sufficient,2.55 ppm: Sufficient,-- ppm: ,15.82 ppm: Sufficient,1.41 ppm: Deficient,1.44 ppm: Sufficient
PB/2017-18/94964953/1,20-10-2017,5.20  Acre,Irrigated(Tube well),31.790910,74.932660,7.44 : Moderately alkaline,0.27 dS/m: ,0.45 %: Low,-- kg/ha: ,38.06 kg/ha: Medium,220.60 kg/ha: Medium,28.64 ppm: Sufficient,2.55 ppm: Sufficient,-- ppm: ,15.82 ppm: Sufficient,1.41 ppm: Deficient,1.44 ppm: Sufficient
PB/2017-18/94964968/1,20-10-2017,12.50  Acre,Irrigated(Well),31.785460,74.933370,7.70 : Moderately alkaline,0.37 dS/m: ,0.40 %: Low,-- kg/ha: ,38.60 kg/ha: Medium,222.32 kg/ha: Medium,27.45 ppm: Sufficient,2.69 ppm: Sufficient,-- ppm: ,18.10 ppm: Sufficient,1.49 ppm: Deficient,1.42 ppm: Sufficient
PB/2017-18/95449319/2,20-10-2017,3.00  Acre,Irrigated(Tube well),31.790120,74.486600,8.32 : Moderately alkaline,0.33 dS/m: ,0.46 %: Low,-- kg/ha: ,30.64 kg/ha: Medium,247.07 kg/ha: Medium,29.06 ppm: Sufficient,2.22 ppm: Sufficient,-- ppm: ,13.56 ppm: Sufficient,1.22 ppm: Deficient,1.30 ppm: Sufficient
PB/2017-18/95449319/3,20-10-2017,3.00  Acre,Irrigated(Tube well),31.790120,74.486600,8.32 : Moderately alkaline,0.33 dS/m: ,0.46 %: Low,-- kg/ha: ,30.64 kg/ha: Medium,247.07 kg/ha: Medium,29.06 ppm: Sufficient,2.22 ppm: Sufficient,-- ppm: ,13.56 ppm: Sufficient,1.22 ppm: Deficient,1.30 ppm: Sufficient
