Season,Sector,Category,Crop,QueryType,Query,Answer,State,District,Block,DateTime
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of caterpillar.,Chloropyriphos 30ml + Humic Acid 30ml/15 Liter of Water Drenching.,MAHARASHTRA,BULDANA,DEULGAON RAJA,2015-09-14 15:20:49.943
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop ?,spray borocol 60 gm + 0 52 34 60 gm/ 15 lit of water.,MAHARASHTRA,BULDANA,KHAMGAON,2015-09-15 07:43:17.980
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer asked for thrips attack on cotton -?,THRIPS ATTACK ON COTTON==-Spray Regent 30 ml + M-45 30 GRAM /15 liter water(Fipronil 5 SC)-Bayer,MAHARASHTRA,BULDANA,NANDURA,2015-09-15 09:07:38.760
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about fertilizer,irrigate 00:52:34 3 kg / acre,MAHARASHTRA,BULDANA,MOTALA,2015-09-15 15:29:08.817
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton leaf eating catterpillar ?,Spray Avaunt 10 ml + M-45 30 GRAMM /15 Liter of Water(Indoxacarb 15.8%EC)DuPont,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2015-09-16 07:58:48.223
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,drenching dose,Drenching Bavistine 30gm + Humic Acid 30ml/15 Lit of Water,MAHARASHTRA,BULDANA,DEULGAON RAJA,2015-09-16 16:06:14.310
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer asked about flower drop in cotton?,SPRAY PLANO FIX 5 ML + 00:52:34 60 GM/15 LITER WATER.,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2015-09-16 16:31:47.493
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly on cotton ?,Spray Ullala 8 gm + m=45-30 gram /15 Lit of Water(flonicamid)-UPL.,MAHARASHTRA,BULDANA,NANDURA,2015-09-17 07:16:27.960
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton - to control the dropping of cotton balls.,SPRAY PLANO FIX 5 ML + 00:52:34 60 GM/15 LITER WATER.,MAHARASHTRA,BULDANA,JALGAONJAMOD,2015-09-18 07:53:26.360
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,caterpillerattack on cotton ?,Spray Proclaim10 gm/15 liter of Water(Emamectin Benzoate)Syngenta,MAHARASHTRA,BULDANA,LONAR,2015-09-18 09:26:52.020
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,for bloosming of cotton-?,Spray Boom flower 20ml(DeviCropscience)/15 liter of Water.,MAHARASHTRA,BULDANA,NANDURA,2015-09-19 06:59:47.243
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,dropping of cotton crop?,SPRAY PLANOFIX 5 ML(Bayer)+ 00:52:34 60 GM/15 LITER WATER,MAHARASHTRA,BULDANA,MOTALA,2015-09-19 13:15:32.773
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of caterpillara attack,spraying of curacron 30 ml / 15 liter water,MAHARASHTRA,BULDANA,MALKAPUR,2015-09-19 20:14:34.450
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,assked for white grub attack on red gram -?,WHITE GRUB ATTACK ON RED GRAM=- LACENTA 40 GRAM / DRENCHIMG IN 15 LITER OF WATER.,MAHARASHTRA,BULDANA,KHAMGAON,2015-09-20 08:09:00.613
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about flower drop in cotton,SPRAY PLANOFIX 5 ML(Bayer)+ 00:52:34 60 GM/15 LITER WATER,MAHARASHTRA,BULDANA,NANDURA,2015-09-20 13:05:51.520
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop of cotton?,Spray Plano fix 5ml/15 Lit of Water.,MAHARASHTRA,BULDANA,JALGAONJAMOD,2015-09-20 14:19:32.117
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of  wilt (mar) in cotton?,Redomil Gold 30 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,MAHARASHTRA,BULDANA,LONAR,2015-09-21 14:48:24.050
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,spray plano fix 5ml/15 lit of water.,Spray Plano fix 5ml/15 Lit of Water.,MAHARASHTRA,BULDANA,MALKAPUR,2015-09-21 16:10:10.110
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of  wilt (mar) on cotton?,Redomil Gold 30 gm+humic Acid 30 ml(Mephonaxon+mancozeb)syngnt,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2015-09-21 17:40:24.803
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,how to control funggal attack in coton ?,RECOMMENDED  FOR SPRAY TO MENCOZEB + CARBENDAZIM 35-40 GRAM/PUMP,MAHARASHTRA,BULDANA,KHAMGAON,2015-09-22 07:39:23.067
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fruit drop in cotton?,SPRAY ISABION 40 ML / 15 LITRE OF WATER,MAHARASHTRA,BULDANA,JALGAONJAMOD,2015-09-22 13:18:51.507
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton back spot?,spray bavistin 1 graam/liter,MAHARASHTRA,BULDANA,KHAMGAON,2015-09-22 17:06:49.533
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,for flowering in cotton,Spray Boom flower 30 ml + 00 52 34 60 gm /15lit of Water.,MAHARASHTRA,BULDANA,MEHKAR,2015-09-23 07:30:54.143
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for blight attack on cotto =?,Spray Kavach  25 gm + KARATE 25 MILLI /15 Liter of Water(Chlorothalonil)-Syngenta,MAHARASHTRA,BULDANA,MEHKAR,2015-09-23 11:29:33.893
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for blight attack on cotton ?,Spray Kavach  25 gm/15 Liter of Water(Chlorothalonil)-Syngenta,MAHARASHTRA,BULDANA,SHEGAON,2015-09-23 11:53:48.583
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,incraese flower rate in cotton ?,Spray Boom flower 20ml/15lit of Water.,MAHARASHTRA,BULDANA,MOTALA,2015-09-24 10:07:55.157
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,disease   -wilt,Spray M-45 30 gm/15 Lit of Water.,MAHARASHTRA,BULDANA,LONAR,2015-09-24 11:51:31.017
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for blight attack on cottn-?,BLIGHT ATTACK ON COTTN-Spray Karate20ml+ REDOMIL GOLD 30 GRAM /15 Liter of Water(Lambda 5 SC)-Syngenta,MAHARASHTRA,BULDANA,DEULGAON RAJA,2015-09-25 09:01:51.690
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about cotton,spray microlla 30 ml + 00:52:34 60 GM/15 LITER WATER,MAHARASHTRA,BULDANA,JALGAONJAMOD,2015-09-25 09:18:55.600
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton -attack of white fly,spray polo 25gm + bavistin 30gm / 15 lit of water,MAHARASHTRA,BULDANA,BULDANA,2015-09-25 09:43:56.487
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,increase flower ?,spraying of boom flower 30 ml / 15 liter water,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2015-09-25 14:41:50.653
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton drenching,DRENCHING DRENCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER,MAHARASHTRA,BULDANA,JALGAONJAMOD,2015-09-26 18:42:21.893
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,herbicide effect---,herbicide effect--- spray urea 200 gram in 15 lit of water,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2015-09-26 20:23:07.900
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for thrips attack on onion ?,Spray profenophos 30 ml/ 15 liter of water,MAHARASHTRA,BULDANA,SHEGAON,2015-09-27 08:39:30.887
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of redlling of cotton crop?,APPLY 20 KG UREA + 10 KG MAGNISUM SULPHATE/ACRE,MAHARASHTRA,BULDANA,NANDURA,2015-09-30 07:13:02.407
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,yellowing & thrips control,SPRAY MICROLA 30 ML /15 LITER WATER +Spray super confidor 10 ml /15 liter water(Imida 17.8 sl)-Bayer,MAHARASHTRA,BULDANA,SHEGAON,2016-09-01 15:26:03.463
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of  thrips and white fly on cotton?,ATTACK OF  THRIPS AND WHITE FLY ON COTTON-Spray Admire  5 gm + BAVISTIN 30 GRAM /15 Liter of Water(Imida 70 wp)Bayer,MAHARASHTRA,BULDANA,LONAR,2016-09-02 10:49:05.073
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,early and late blight---,Early and Late Blight--- spray allite -- 1 gram /liter,MAHARASHTRA,BULDANA,DEULGAON RAJA,2016-09-02 11:01:36.410
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack red mites on soyabean?,Spray Oberon 15ml/15 Liter of Water (benzisothiazolin)Bayer,MAHARASHTRA,BULDANA,BULDANA,2016-09-02 14:33:18.110
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about fruit drop in cotton .,SPRAY PLANOFIX 4 ML(Bayer) /15 LITER WATER,MAHARASHTRA,BULDANA,SANGRAMPUR,2016-09-02 17:46:14.093
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"attack of thrips,aphid on cotton?",Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-SyngentaSpray Oberon 15 ml/15 Liter of Water(spiromesifen 20.9%)-Bayer,MAHARASHTRA,BULDANA,SHEGAON,2016-09-04 15:39:55.683
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,alterneriya  on cotton?,Spray Bavistane 15 gm/15 Liter of Water(Carbandazin)-Basf,MAHARASHTRA,BULDANA,NANDURA,2016-09-07 14:30:01.520
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about attack of white fly on cotton?,Spray Pegasus 25 gm/ 15 liter of water(Diafenthiuron)Syngenta,MAHARASHTRA,BULDANA,MOTALA,2016-09-13 14:16:56.880
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white fly with thrips,WHITE FLY WITH THRIPS  -  UPL- ULALA 8 GM + BAVISTIN 30 GM /15 LITER WATER SPRAY,MAHARASHTRA,BULDANA,NANDURA,2016-09-13 18:41:08.760
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of white fly on cotton ?,for control of White Fly On cotton  - Spray Tata manik 7 gm/15 liter of water(Acetamapride20SP)-Tata Rallis,MAHARASHTRA,BULDANA,NANDURA,2016-09-17 19:27:04.990
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white of fly on cotton?,White of fly on cotton-Spray of Oberon 15 ml/15 Liter of Water.,MAHARASHTRA,BULDANA,NANDURA,2016-09-18 19:45:46.173
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white fly and mite on cotton?,spray oberon 1 mili /liter,MAHARASHTRA,BULDANA,BULDANA,2016-09-19 20:03:00.357
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest  control on cotton crop?,you can spray karate 15 mili +actra 5 gram /pamp water use for sucking pest  control on cotton crop,MAHARASHTRA,BULDANA,KHAMGAON,2016-09-20 10:20:53.663
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of alternaria,Spray SAAF  30 gm/15 Liter of Water(Carbendazim 12%+Mancozeb 63%)-UPL,MAHARASHTRA,BULDANA,SHEGAON,2016-09-20 14:32:31.447
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack,Spray SAAF  30 gm/15 Liter of Water(Carbendazim 12%+Mancozeb 63%)-UPL,MAHARASHTRA,BULDANA,NANDURA,2016-09-20 21:42:57.770
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of powdary growth on cotton ?,attack of powdary growth on cotton - Spray Antracol  30 gm/15 Liter of Water(Propineb)-Bayer,MAHARASHTRA,BULDANA,KHAMGAON,2016-09-22 14:39:06.920
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of fruit borer on cotton ?,spray Quinolphos 30 ml in 15 liter wate,MAHARASHTRA,BULDANA,SHEGAON,2016-09-22 14:49:44.843
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of  sucking pest on cotton ?,for control of sucking pest on cotton  - Spray Regent 30 ml /15 liter water(Fipronil 5 SC)-Bayer,MAHARASHTRA,BULDANA,MEHKAR,2016-09-22 19:55:31.287
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,root rot on cotton,ROOT ROT ON COTTON  - BAVISTIN 30 GM + HUMIC ACID 30 ML /15 LITER WATER SPRAY,MAHARASHTRA,BULDANA,NANDURA,2016-09-23 09:55:07.023
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked aboutb attack of sucking pest on cotton ?,for control of sucking pest on cotton -Spray Admire 5 gm/15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,BULDANA,SHEGAON,2016-09-23 17:27:09.077
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of mealy bug on cotton  ?,ATTACK OF MEALY BUG ON COTTON  - Spray Admire 5 gm/15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,BULDANA,MOTALA,2016-09-23 19:36:07.947
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,suckin pest control on cotton crop?,you can spray karate 15 mili +actra 5 gram /pamp water use for sucking pest control on cotton crop,MAHARASHTRA,BULDANA,SHEGAON,2016-09-25 10:21:03.567
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,physiological dosorder in cotton ?,DRENCHING OF UREA 300 GM + BAVISTIN 40 GM + MAYKROLLA 30 ML /15 LITERS OF WATER AND SPRAY 19 19 19 50 GM + TABA 30 ML + MAYKROLLA 30 ML/ 15 LITYERS OF WATER,MAHARASHTRA,BULDANA,MALKAPUR,2016-09-26 08:56:47.917
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,roor rot in cotton?,DRENCHING OF BLUE COPPER 30 GM + HUMIC ACID 30 ML/15 LITER WATER,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2016-09-26 16:29:53.900
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,boll worm on cotton?,spray tatatakumi 0.50  gram /liter,MAHARASHTRA,BULDANA,SHEGAON,2016-09-26 16:47:43.950
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,drenching for cotton  ?,DRENCHING for cotton DRENCHING OF BLUE COPPER 40 GM + HUMIC ACID 30 ML /15 LITER WATER,MAHARASHTRA,BULDANA,KHAMGAON,2016-09-27 15:51:24.670
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of redning of leaves ?,spraying of urea 40 gram + magneshiam salphet 60 gram / 15 liter water,MAHARASHTRA,BULDANA,NANDURA,2016-09-28 16:40:06.767
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of wilt on  cotton ?,ATTACK OF WILT ON COTTON - DRENCHING OF BLUE COPPER 40 GM  /15 LITER WATER,MAHARASHTRA,BULDANA,SINDKHEDRAJA,2016-09-30 20:06:49.263
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"asked for  cotton thrips attack of jassid, thrps-?",Spray Karate20ml + M-45 30 GRAM /15 Liter of Water(Lambda 5 SC)-Syngenta,MAHARASHTRA,AKOLA,AKOLA,2015-09-01 13:43:07.030
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest on cotton - spray ulala 8 gm + ridomil gold 35 gm /15 lit of water,SUCKING PEST ON COTTON - SPRAY ULALA 8 GM + RIDOMIL GOLD 35 GM /15 LIT OF WATER,MAHARASHTRA,AKOLA,AKOLA,2015-09-01 17:25:25.403
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for for spray boom flower -cottn-?,Spray Boom flower 20ml(DeviCropscience)/15 liter of Water.,MAHARASHTRA,AKOLA,MURTIJAPUR,2015-09-02 09:57:35.240
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of suking pest,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,AKOLA,AKOT,2015-09-02 19:12:53.523
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop cotton?,Spray Plano fix 5ml/15 Lit of Water.,MAHARASHTRA,AKOLA,TELHARA,2015-09-04 09:42:50.997
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,increase in cotton crop?,Spray Boom flower 20ml/15lit of Water.,MAHARASHTRA,AKOLA,BARSHITAKLI,2015-09-04 12:18:16.267
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,? white fly attack?,Spray Confidor super / Confidor 10ml/15 Lit of Water.,MAHARASHTRA,AKOLA,AKOT,2015-09-05 19:12:13.563
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for atack of thips attack on cotton-?,Spray Oberon 15 ml +M-45 -30 GRAM + /15 Liter of Water(spiromesifen 20.9%)-Bayer,MAHARASHTRA,AKOLA,AKOLA,2015-09-06 06:48:08.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack od sucking pest,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,AKOLA,BARSHITAKLI,2015-09-07 16:14:02.783
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fruit drop on cotton ?,SPRAY ISABION 40 ML / 15 LITRE OF WATER,MAHARASHTRA,AKOLA,TELHARA,2015-09-09 08:30:35.083
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer want to know information about how to control of white fly in coton ?,Chemical control:• Acetamiprid?20% SP 100 g/ha• Azadirachtin 0.15% 500-1000 ml/ha• Buprofezin 25% SC 1000 m,MAHARASHTRA,AKOLA,BARSHITAKLI,2015-09-09 10:23:02.617
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for groth cotton ?,GROTH COTTON ==- 19;19;19;-80 GRAM +MICROLLA 30 MILLI + DDAP=50 GRAM /SPRAY IN 15 LITER OF WATER.,MAHARASHTRA,AKOLA,MURTIJAPUR,2015-09-10 08:34:16.810
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton aphids attack -?,COTTON APHIDS ATTACK =-Spray super confidor 10 ml+ REDOMIL GOLD 30 GRAM+MICROLLA 30 MILLI   /15 liter water(Imida 17.8 sl)-Bayer,MAHARASHTRA,AKOLA,AKOT,2015-09-10 08:56:37.900
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf curl  on cotton,LEAF CURL  ON COTTON  - BAVISTIN 30 GM + CONFIDOR 15 ML /15 LITER WATER SPRAY,MAHARASHTRA,AKOLA,BALAPUR,2015-09-10 09:44:33.047
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,eddning on cotton,RSPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE,MAHARASHTRA,AKOLA,AKOT,2015-09-12 17:44:39.110
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton=- attack of white fly and bollworms,spray misile 7gm + pride 10gm / 15 lit of water,MAHARASHTRA,AKOLA,MURTIJAPUR,2015-09-13 11:08:31.627
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop  ?,Spray Plano fix 5ml/15 Lit of Water,MAHARASHTRA,AKOLA,TELHARA,2015-09-14 11:32:14.880
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer asked about blight attack on cotton -?,Spray Kavach  25 gm + MICROLLA 30 MILLI + KARATE 30 MILLI /15 Liter of Water(Chlorothalonil)-Syngenta,MAHARASHTRA,AKOLA,AKOLA,2015-09-15 10:42:24.797
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for leaf eating catterpillrs on cotton=?,LEAF EATING CATTERPILLRS ON COTTON=-Spray Bavistane 30 gm+ PROFEX SUPER 30 MILLIL  /15 Liter of Water(Carbandazin)-Basf,MAHARASHTRA,AKOLA,BARSHITAKLI,2015-09-16 12:03:54.113
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertiliser dose in cotton?,?:??:?? ??? ?????/ ?? ???? ????????? ?????,MAHARASHTRA,AKOLA,AKOLA,2015-09-17 13:52:24.360
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,caterpiler on cottton?,spray delthamethrin  1  mili /liter,MAHARASHTRA,AKOLA,TELHARA,2015-09-19 16:16:37.517
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of fruit borer and shoot borer on cotton ?,Spray Quinalphos (20 % AF) 22 ml/15 liter of water,MAHARASHTRA,AKOLA,AKOLA,2015-09-20 10:00:22.390
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,blight?,Spray Redomil Gold 30gm + Humic Acid 30ml/15 Lit of Water Drenching.,MAHARASHTRA,AKOLA,AKOLA,2015-09-21 10:24:33.873
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,ask about spry for to reduce extra growth of cotton ?,liosin 15 mili/15 lit,MAHARASHTRA,AKOLA,BALAPUR,2015-09-21 16:25:39.837
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf drop in cotton?,Spray Plano fix 5ml/15 Lit of Water.,MAHARASHTRA,AKOLA,AKOT,2015-09-21 17:46:56.037
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,wilt in tur?,wilt in tur- DRENCHING Chloropyriphos 30ml+HUMIC ACID 30 MILI/15 Lit of Water.,MAHARASHTRA,AKOLA,AKOT,2015-09-23 10:11:10.167
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop i cotton,flower drop i cotton   - PLANOFIX 5 ML /15 LITER WATER SPRAY,MAHARASHTRA,AKOLA,AKOLA,2015-09-24 07:32:54.487
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton- fertilizer spray for growth and attack of thrips?,spray bio-303(daman)  22.50ml / 15 lit of water,MAHARASHTRA,AKOLA,BALAPUR,2015-09-24 08:29:15.810
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,blight attack on  cotton?,spray bavistin 30 gm / 15 liter water,MAHARASHTRA,AKOLA,AKOLA,2015-09-26 11:57:32.440
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redding of leaves?,Spray Magnesium Sulphate 50 gram + Urea100 Gram in 15 Litter Water,MAHARASHTRA,AKOLA,AKOLA,2015-09-26 12:58:52.403
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of red leaves attack ?,spraying of urea + magneshiam salphet,MAHARASHTRA,AKOLA,AKOT,2015-09-26 15:48:45.760
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop of cotton crop ?,spray  0:52:34 100 gram + Bavistin 30gm/ 15 liter water,MAHARASHTRA,AKOLA,BALAPUR,2015-09-27 12:13:52.273
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,disease attack- blight attack on cotton?,Spray Redomil Gold 30gm + esabion 30 ml /15Lit of Water.,MAHARASHTRA,AKOLA,AKOT,2015-09-29 11:29:52.767
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for mealy bugs  on cotton-?,admire -  5 gram + nuvan 30 milli + bavistin 30 gram / spray in 15 liter of wateer.,MAHARASHTRA,AKOLA,TELHARA,2015-09-30 12:41:04.550
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack  of white fly ?,attack  of white fly - Spray Pegasus 12 gm/ 15 liter of water(Diafenthiuron)Syngenta,MAHARASHTRA,AKOLA,AKOT,2016-09-01 15:02:50.503
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of leaf hopper?,lancer gold 30 gm+ m 45 30 gm/15 liter water,MAHARASHTRA,AKOLA,TELHARA,2016-09-02 12:26:27.617
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of pink bolworm in cotton ?,spray spinosad 5 ml / 15 litter of water for controlling bolworm in cotton,MAHARASHTRA,AKOLA,AKOT,2016-09-12 19:54:07.060
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fungal atack on cotton,FUNGAL ATACK ON COTTON  - ROGAR 15 ML + BAVISTIN 30 GM /15 LITER WATER SPRAY,MAHARASHTRA,AKOLA,PATUR,2016-09-12 21:50:02.870
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer asked about attack of white flies on cotton?,attack of white flies on cotton= spray (bio 303) 2 ml/liter,MAHARASHTRA,AKOLA,BALAPUR,2016-09-14 17:52:51.843
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,"white fly , jassids and caterpiler on cotton?",spray bio power303   1 mili  /liter,MAHARASHTRA,AKOLA,BARSHITAKLI,2016-09-16 19:12:55.557
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,dahsparni ark -,spray 15-20 ml/liter,MAHARASHTRA,AKOLA,AKOLA,2016-09-18 10:43:02.060
